xi;vi;v2i;vi-v2i;E;hi;c1;c2
0.00125;1.00124;1.00124;6.88338e-15;7.34227e-15;0.00125;3;0
0.0025;1.00247;1.00247;6.88338e-15;7.34227e-15;0.00125;3;0
0.00375;1.00369;1.00369;6.43929e-15;6.86858e-15;0.00125;3;0
0.005;1.0049;1.0049;6.43929e-15;6.86858e-15;0.00125;3;0
0.00625;1.00609;1.00609;5.9952e-15;6.39488e-15;0.00125;3;0
0.0075;1.00727;1.00727;5.77316e-15;6.15804e-15;0.00125;3;0
0.00875;1.00844;1.00844;5.55112e-15;5.92119e-15;0.00125;3;0
0.01;1.00959;1.00959;5.55112e-15;5.92119e-15;0.00125;3;0
0.01125;1.01073;1.01073;5.32907e-15;5.68434e-15;0.00125;3;0
0.0125;1.01186;1.01186;4.88498e-15;5.21065e-15;0.00125;3;0
0.01375;1.01297;1.01297;4.66294e-15;4.9738e-15;0.00125;3;0
0.015;1.01407;1.01407;4.44089e-15;4.73695e-15;0.00125;3;0
0.01625;1.01515;1.01515;4.21885e-15;4.5001e-15;0.00125;3;0
0.0175;1.01622;1.01622;3.9968e-15;4.26326e-15;0.00125;3;0
0.01875;1.01728;1.01728;3.55271e-15;3.78956e-15;0.00125;3;0
0.02;1.01832;1.01832;3.55271e-15;3.78956e-15;0.00125;3;0
0.02125;1.01935;1.01935;3.10862e-15;3.31587e-15;0.00125;3;0
0.0225;1.02037;1.02037;2.66454e-15;2.84217e-15;0.00125;3;0
0.02375;1.02137;1.02137;2.44249e-15;2.60532e-15;0.00125;3;0
0.025;1.02236;1.02236;2.44249e-15;2.60532e-15;0.00125;3;0
0.02625;1.02333;1.02333;1.9984e-15;2.13163e-15;0.00125;3;0
0.0275;1.02429;1.02429;1.77636e-15;1.89478e-15;0.00125;3;0
0.02875;1.02523;1.02523;1.33227e-15;1.42109e-15;0.00125;3;0
0.03;1.02616;1.02616;1.11022e-15;1.18424e-15;0.00125;3;0
0.03125;1.02708;1.02708;1.11022e-15;1.18424e-15;0.00125;3;0
0.0325;1.02798;1.02798;4.44089e-16;4.73695e-16;0.00125;3;1
0.035;1.02974;1.02974;4.88498e-15;5.21065e-15;0.0025;3;1
0.0375;1.03144;1.03144;-1.31006e-14;1.3974e-14;0.0025;3;1
0.03875;1.03227;1.03227;-6.66134e-16;7.10543e-16;0.00125;4;1
0.04;1.03309;1.03309;-8.88178e-16;9.4739e-16;0.00125;4;1
0.04125;1.03389;1.03389;-1.33227e-15;1.42109e-15;0.00125;4;1
0.0425;1.03468;1.03468;-1.77636e-15;1.89478e-15;0.00125;4;1
0.04375;1.03545;1.03545;-1.77636e-15;1.89478e-15;0.00125;4;1
0.045;1.03621;1.03621;-1.9984e-15;2.13163e-15;0.00125;4;1
0.04625;1.03695;1.03695;-2.44249e-15;2.60532e-15;0.00125;4;1
0.0475;1.03768;1.03768;-2.66454e-15;2.84217e-15;0.00125;4;1
0.04875;1.03839;1.03839;-2.88658e-15;3.07902e-15;0.00125;4;1
0.05;1.03909;1.03909;-3.10862e-15;3.31587e-15;0.00125;4;1
0.05125;1.03978;1.03978;-3.33067e-15;3.55271e-15;0.00125;4;1
0.0525;1.04045;1.04045;-3.55271e-15;3.78956e-15;0.00125;4;1
0.05375;1.04111;1.04111;-3.77476e-15;4.02641e-15;0.00125;4;1
0.055;1.04176;1.04176;-3.9968e-15;4.26326e-15;0.00125;4;1
0.05625;1.04239;1.04239;-4.21885e-15;4.5001e-15;0.00125;4;1
0.0575;1.04301;1.04301;-4.44089e-15;4.73695e-15;0.00125;4;1
0.05875;1.04361;1.04361;-4.66294e-15;4.9738e-15;0.00125;4;1
0.06;1.0442;1.0442;-4.88498e-15;5.21065e-15;0.00125;4;1
0.06125;1.04478;1.04478;-5.10703e-15;5.44749e-15;0.00125;4;1
0.0625;1.04534;1.04534;-5.32907e-15;5.68434e-15;0.00125;4;1
0.06375;1.04589;1.04589;-5.10703e-15;5.44749e-15;0.00125;4;1
0.065;1.04642;1.04642;-5.55112e-15;5.92119e-15;0.00125;4;1
0.06625;1.04695;1.04695;-5.77316e-15;6.15804e-15;0.00125;4;1
0.0675;1.04746;1.04746;-5.77316e-15;6.15804e-15;0.00125;4;1
0.06875;1.04796;1.04796;-5.77316e-15;6.15804e-15;0.00125;4;1
0.07;1.04844;1.04844;-5.9952e-15;6.39488e-15;0.00125;4;1
0.07125;1.04891;1.04891;-6.21725e-15;6.63173e-15;0.00125;4;1
0.0725;1.04937;1.04937;-6.21725e-15;6.63173e-15;0.00125;4;1
0.07375;1.04982;1.04982;-6.43929e-15;6.86858e-15;0.00125;4;1
0.075;1.05025;1.05025;-6.43929e-15;6.86858e-15;0.00125;4;1
0.07625;1.05068;1.05068;-6.66134e-15;7.10543e-15;0.00125;4;1
0.0775;1.05109;1.05109;-6.66134e-15;7.10543e-15;0.00125;4;1
0.07875;1.05148;1.05148;-6.66134e-15;7.10543e-15;0.00125;4;1
0.08;1.05187;1.05187;-6.88338e-15;7.34227e-15;0.00125;4;1
0.08125;1.05225;1.05225;-6.88338e-15;7.34227e-15;0.00125;4;1
0.0825;1.05261;1.05261;-6.66134e-15;7.10543e-15;0.00125;4;1
0.08375;1.05296;1.05296;-6.88338e-15;7.34227e-15;0.00125;4;1
0.085;1.05331;1.05331;-6.88338e-15;7.34227e-15;0.00125;4;1
0.08625;1.05364;1.05364;-7.10543e-15;7.57912e-15;0.00125;4;1
0.0875;1.05396;1.05396;-6.88338e-15;7.34227e-15;0.00125;4;1
0.08875;1.05427;1.05427;-6.88338e-15;7.34227e-15;0.00125;4;1
0.09;1.05457;1.05457;-7.10543e-15;7.57912e-15;0.00125;4;1
0.09125;1.05485;1.05485;-7.10543e-15;7.57912e-15;0.00125;4;1
0.0925;1.05513;1.05513;-7.10543e-15;7.57912e-15;0.00125;4;1
0.09375;1.0554;1.0554;-7.10543e-15;7.57912e-15;0.00125;4;1
0.095;1.05566;1.05566;-7.10543e-15;7.57912e-15;0.00125;4;1
0.09625;1.05591;1.05591;-7.10543e-15;7.57912e-15;0.00125;4;1
0.0975;1.05615;1.05615;-7.10543e-15;7.57912e-15;0.00125;4;1
0.09875;1.05638;1.05638;-6.88338e-15;7.34227e-15;0.00125;4;1
0.1;1.05661;1.05661;-6.88338e-15;7.34227e-15;0.00125;4;1
0.10125;1.05682;1.05682;-7.10543e-15;7.57912e-15;0.00125;4;1
0.1025;1.05702;1.05702;-7.10543e-15;7.57912e-15;0.00125;4;1
0.10375;1.05722;1.05722;-6.88338e-15;7.34227e-15;0.00125;4;1
0.105;1.05741;1.05741;-6.88338e-15;7.34227e-15;0.00125;4;1
0.10625;1.05759;1.05759;-6.88338e-15;7.34227e-15;0.00125;4;1
0.1075;1.05777;1.05777;-6.66134e-15;7.10543e-15;0.00125;4;1
0.10875;1.05793;1.05793;-6.88338e-15;7.34227e-15;0.00125;4;1
0.11;1.05809;1.05809;-6.66134e-15;7.10543e-15;0.00125;4;1
0.11125;1.05824;1.05824;-6.66134e-15;7.10543e-15;0.00125;4;1
0.1125;1.05839;1.05839;-6.88338e-15;7.34227e-15;0.00125;4;1
0.11375;1.05852;1.05852;-6.66134e-15;7.10543e-15;0.00125;4;1
0.115;1.05866;1.05866;-6.66134e-15;7.10543e-15;0.00125;4;1
0.11625;1.05878;1.05878;-6.66134e-15;7.10543e-15;0.00125;4;1
0.1175;1.0589;1.0589;-6.66134e-15;7.10543e-15;0.00125;4;1
0.11875;1.05901;1.05901;-6.66134e-15;7.10543e-15;0.00125;4;1
0.12;1.05912;1.05912;-6.43929e-15;6.86858e-15;0.00125;4;1
0.12125;1.05923;1.05923;-6.43929e-15;6.86858e-15;0.00125;4;1
0.1225;1.05932;1.05932;-6.66134e-15;7.10543e-15;0.00125;4;1
0.12375;1.05942;1.05942;-6.43929e-15;6.86858e-15;0.00125;4;1
0.125;1.05951;1.05951;-6.43929e-15;6.86858e-15;0.00125;4;1
0.12625;1.05959;1.05959;-6.43929e-15;6.86858e-15;0.00125;4;1
0.1275;1.05967;1.05967;-6.21725e-15;6.63173e-15;0.00125;4;1
0.12875;1.05975;1.05975;-6.43929e-15;6.86858e-15;0.00125;4;1
0.13;1.05982;1.05982;-6.43929e-15;6.86858e-15;0.00125;4;1
0.13125;1.05989;1.05989;-6.43929e-15;6.86858e-15;0.00125;4;1
0.1325;1.05995;1.05995;-6.43929e-15;6.86858e-15;0.00125;4;1
0.13375;1.06001;1.06001;-6.43929e-15;6.86858e-15;0.00125;4;1
0.135;1.06007;1.06007;-6.43929e-15;6.86858e-15;0.00125;4;1
0.13625;1.06013;1.06013;-6.66134e-15;7.10543e-15;0.00125;4;1
0.1375;1.06019;1.06019;-6.43929e-15;6.86858e-15;0.00125;4;1
0.13875;1.06024;1.06024;-6.43929e-15;6.86858e-15;0.00125;4;1
0.14;1.06029;1.06029;-6.66134e-15;7.10543e-15;0.00125;4;1
0.14125;1.06034;1.06034;-6.66134e-15;7.10543e-15;0.00125;4;1
0.1425;1.06039;1.06039;-6.66134e-15;7.10543e-15;0.00125;4;1
0.14375;1.06043;1.06043;-6.88338e-15;7.34227e-15;0.00125;4;1
0.145;1.06048;1.06048;-6.88338e-15;7.34227e-15;0.00125;4;1
0.14625;1.06052;1.06052;-6.88338e-15;7.34227e-15;0.00125;4;1
0.1475;1.06057;1.06057;-7.10543e-15;7.57912e-15;0.00125;4;1
0.14875;1.06061;1.06061;-7.10543e-15;7.57912e-15;0.00125;4;1
0.15;1.06066;1.06066;-7.32747e-15;7.81597e-15;0.00125;4;1
0.15125;1.0607;1.0607;-7.32747e-15;7.81597e-15;0.00125;4;1
0.1525;1.06075;1.06075;-7.32747e-15;7.81597e-15;0.00125;4;1
0.15375;1.06079;1.06079;-7.54952e-15;8.05282e-15;0.00125;4;1
0.155;1.06084;1.06084;-7.77156e-15;8.28967e-15;0.00125;4;1
0.15625;1.06089;1.06089;-7.54952e-15;8.05282e-15;0.00125;4;1
0.1575;1.06094;1.06094;-7.77156e-15;8.28967e-15;0.00125;4;1
0.15875;1.06099;1.06099;-7.99361e-15;8.52651e-15;0.00125;4;1
0.16;1.06104;1.06104;-8.21565e-15;8.76336e-15;0.00125;4;1
0.16125;1.06109;1.06109;-8.43769e-15;9.00021e-15;0.00125;4;1
0.1625;1.06115;1.06115;-8.43769e-15;9.00021e-15;0.00125;4;1
0.16375;1.06121;1.06121;-8.65974e-15;9.23706e-15;0.00125;4;1
0.165;1.06127;1.06127;-8.88178e-15;9.4739e-15;0.00125;4;1
0.16625;1.06134;1.06134;-9.10383e-15;9.71075e-15;0.00125;4;1
0.1675;1.0614;1.0614;-9.10383e-15;9.71075e-15;0.00125;4;1
0.16875;1.06147;1.06147;-9.54792e-15;1.01844e-14;0.00125;4;1
0.17;1.06155;1.06155;-9.76996e-15;1.04213e-14;0.00125;4;1
0.17125;1.06163;1.06163;-9.76996e-15;1.04213e-14;0.00125;4;1
0.1725;1.06171;1.06171;-1.02141e-14;1.0895e-14;0.00125;4;1
0.17375;1.0618;1.0618;-1.02141e-14;1.0895e-14;0.00125;4;1
0.175;1.06189;1.06189;-1.04361e-14;1.11318e-14;0.00125;4;1
0.17625;1.06199;1.06199;-1.06581e-14;1.13687e-14;0.00125;4;1
0.1775;1.06209;1.06209;-1.08802e-14;1.16055e-14;0.00125;4;1
0.17875;1.06219;1.06219;-1.11022e-14;1.18424e-14;0.00125;4;1
0.18;1.06231;1.06231;-1.15463e-14;1.23161e-14;0.00125;4;1
0.18125;1.06242;1.06242;-1.17684e-14;1.25529e-14;0.00125;4;1
0.1825;1.06255;1.06255;-1.19904e-14;1.27898e-14;0.00125;4;1
0.18375;1.06267;1.06267;-1.19904e-14;1.27898e-14;0.00125;4;1
0.185;1.06281;1.06281;-1.24345e-14;1.32635e-14;0.00125;4;1
0.18625;1.06295;1.06295;-1.26565e-14;1.35003e-14;0.00125;4;1
0.1875;1.0631;1.0631;-1.28786e-14;1.37372e-14;0.00125;4;1
0.18875;1.06326;1.06326;-1.33227e-14;1.42109e-14;0.00125;4;1
0.19;1.06342;1.06342;-1.35447e-14;1.44477e-14;0.00125;4;1
0.19125;1.06359;1.06359;-1.37668e-14;1.46845e-14;0.00125;4;1
0.1925;1.06377;1.06377;-1.42109e-14;1.51582e-14;0.00125;4;1
0.19375;1.06395;1.06395;-1.42109e-14;1.51582e-14;0.00125;4;1
0.195;1.06414;1.06414;-1.44329e-14;1.53951e-14;0.00125;4;1
0.19625;1.06434;1.06434;-1.4877e-14;1.58688e-14;0.00125;4;1
0.196875;1.06445;1.06445;-4.44089e-16;4.73695e-16;0.000625;5;2
0.1975;1.06455;1.06455;-6.66134e-16;7.10543e-16;0.000625;6;2
0.198125;1.06466;1.06466;-4.44089e-16;4.73695e-16;0.000625;6;3
0.19875;1.06477;1.06477;-4.44089e-16;4.73695e-16;0.000625;7;4
0.199375;1.06488;1.06488;-6.66134e-16;7.10543e-16;0.000625;8;4
0.2;1.065;1.065;-6.66134e-16;7.10543e-16;0.000625;8;4
0.200625;1.06511;1.06511;-6.66134e-16;7.10543e-16;0.000625;8;4
0.20125;1.06523;1.06523;-4.44089e-16;4.73695e-16;0.000625;8;5
0.201875;1.06535;1.06535;-4.44089e-16;4.73695e-16;0.000625;9;6
0.2025;1.06548;1.06548;-6.66134e-16;7.10543e-16;0.000625;10;6
0.203125;1.0656;1.0656;-2.22045e-16;2.36848e-16;0.000625;10;7
0.20375;1.06573;1.06573;-6.66134e-16;7.10543e-16;0.000625;11;7
0.204375;1.06586;1.06586;-4.44089e-16;4.73695e-16;0.000625;11;8
0.205;1.06599;1.06599;-4.44089e-16;4.73695e-16;0.000625;12;9
0.205625;1.06613;1.06613;-6.66134e-16;7.10543e-16;0.000625;13;9
0.20625;1.06627;1.06627;-4.44089e-16;4.73695e-16;0.000625;13;10
0.206875;1.06641;1.06641;-4.44089e-16;4.73695e-16;0.000625;14;11
0.2075;1.06655;1.06655;-4.44089e-16;4.73695e-16;0.000625;15;12
0.208125;1.0667;1.0667;-4.44089e-16;4.73695e-16;0.000625;16;13
0.20875;1.06684;1.06684;-6.66134e-16;7.10543e-16;0.000625;17;13
0.209375;1.06699;1.06699;-4.44089e-16;4.73695e-16;0.000625;17;14
0.21;1.06715;1.06715;-6.66134e-16;7.10543e-16;0.000625;18;14
0.210625;1.0673;1.0673;-6.66134e-16;7.10543e-16;0.000625;18;14
0.21125;1.06746;1.06746;-4.44089e-16;4.73695e-16;0.000625;18;15
0.211875;1.06762;1.06762;-4.44089e-16;4.73695e-16;0.000625;19;16
0.2125;1.06779;1.06779;-6.66134e-16;7.10543e-16;0.000625;20;16
0.213125;1.06795;1.06795;-6.66134e-16;7.10543e-16;0.000625;20;16
0.21375;1.06812;1.06812;-6.66134e-16;7.10543e-16;0.000625;20;16
0.214375;1.0683;1.0683;-6.66134e-16;7.10543e-16;0.000625;20;16
0.215;1.06847;1.06847;-4.44089e-16;4.73695e-16;0.000625;20;17
0.215625;1.06865;1.06865;-6.66134e-16;7.10543e-16;0.000625;21;17
0.21625;1.06883;1.06883;-6.66134e-16;7.10543e-16;0.000625;21;17
0.216875;1.06901;1.06901;-6.66134e-16;7.10543e-16;0.000625;21;17
0.2175;1.0692;1.0692;-6.66134e-16;7.10543e-16;0.000625;21;17
0.218125;1.06939;1.06939;-6.66134e-16;7.10543e-16;0.000625;21;17
0.21875;1.06958;1.06958;-6.66134e-16;7.10543e-16;0.000625;21;17
0.219375;1.06978;1.06978;-6.66134e-16;7.10543e-16;0.000625;21;17
0.22;1.06997;1.06997;-6.66134e-16;7.10543e-16;0.000625;21;17
0.220625;1.07018;1.07018;-6.66134e-16;7.10543e-16;0.000625;21;17
0.22125;1.07038;1.07038;-6.66134e-16;7.10543e-16;0.000625;21;17
0.221875;1.07059;1.07059;-6.66134e-16;7.10543e-16;0.000625;21;17
0.2225;1.0708;1.0708;-4.44089e-16;4.73695e-16;0.000625;21;18
0.223125;1.07101;1.07101;-6.66134e-16;7.10543e-16;0.000625;22;18
0.22375;1.07123;1.07123;-6.66134e-16;7.10543e-16;0.000625;22;18
0.224375;1.07145;1.07145;-6.66134e-16;7.10543e-16;0.000625;22;18
0.225;1.07167;1.07167;-4.44089e-16;4.73695e-16;0.000625;22;19
0.225625;1.0719;1.0719;-6.66134e-16;7.10543e-16;0.000625;23;19
0.22625;1.07213;1.07213;-6.66134e-16;7.10543e-16;0.000625;23;19
0.226875;1.07236;1.07236;-8.88178e-16;9.4739e-16;0.000625;23;19
0.2275;1.0726;1.0726;-6.66134e-16;7.10543e-16;0.000625;23;19
0.228125;1.07284;1.07284;-6.66134e-16;7.10543e-16;0.000625;23;19
0.22875;1.07308;1.07308;-6.66134e-16;7.10543e-16;0.000625;23;19
0.229375;1.07333;1.07333;-6.66134e-16;7.10543e-16;0.000625;23;19
0.23;1.07358;1.07358;-8.88178e-16;9.4739e-16;0.000625;23;19
0.230625;1.07383;1.07383;-6.66134e-16;7.10543e-16;0.000625;23;19
0.23125;1.07409;1.07409;-6.66134e-16;7.10543e-16;0.000625;23;19
0.231875;1.07435;1.07435;-8.88178e-16;9.4739e-16;0.000625;23;19
0.2325;1.07461;1.07461;-6.66134e-16;7.10543e-16;0.000625;23;19
0.233125;1.07488;1.07488;-8.88178e-16;9.4739e-16;0.000625;23;19
0.23375;1.07515;1.07515;-6.66134e-16;7.10543e-16;0.000625;23;19
0.234375;1.07543;1.07543;-6.66134e-16;7.10543e-16;0.000625;23;19
0.235;1.0757;1.0757;-8.88178e-16;9.4739e-16;0.000625;23;19
0.235625;1.07599;1.07599;-6.66134e-16;7.10543e-16;0.000625;23;19
0.23625;1.07627;1.07627;-6.66134e-16;7.10543e-16;0.000625;23;19
0.236875;1.07656;1.07656;-8.88178e-16;9.4739e-16;0.000625;23;19
0.2375;1.07685;1.07685;-8.88178e-16;9.4739e-16;0.000625;23;19
0.238125;1.07715;1.07715;-6.66134e-16;7.10543e-16;0.000625;23;19
0.23875;1.07745;1.07745;-6.66134e-16;7.10543e-16;0.000625;23;19
0.239375;1.07775;1.07775;-6.66134e-16;7.10543e-16;0.000625;23;19
0.24;1.07806;1.07806;-8.88178e-16;9.4739e-16;0.000625;23;19
0.240625;1.07837;1.07837;-8.88178e-16;9.4739e-16;0.000625;23;19
0.24125;1.07869;1.07869;-6.66134e-16;7.10543e-16;0.000625;23;19
0.241875;1.07901;1.07901;-8.88178e-16;9.4739e-16;0.000625;23;19
0.2425;1.07933;1.07933;-6.66134e-16;7.10543e-16;0.000625;23;19
